"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
9014,Licenciatura,Educación Parvularia,Universidad de Oriente,"2014",1
12339,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2011",1
11150,Licenciatura,Informática,Universidad Tecnológica de El Salvador,"2010",1
13177,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2016",1
7093,Profesorado,Educación Física,Universidad de Oriente,"2017",1
13138,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2015",1
10114,Profesorado,Matemática,Universidad de El Salvador,"2020",1
11806,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",1
11733,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2021",1
13639,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional San Vicente,"2010",1
6594,Profesorado,Ciencias Naturales para III Ciclo de Educación Básica y Media,Universidad de El Salvador,"2018",1
13650,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2014",1
9713,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",1
9967,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2017",1
13581,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2010",1
4557,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2008",1
12357,Licenciatura,Educación Especial,Universidad Centroamericana José Simeón Cañas,"2007",1
13518,Licenciatura,Ciencias Sociales,Universidad Capitán General Gerardo Barrios,"2013",1
8673,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
12423,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2017",1
8926,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2015",1
5399,Licenciatura,Ciencias Naturales,Universidad de Sonsonate,"2016",1
8499,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",1
13278,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2017",1
8302,Licenciatura,Idioma Inglés,Universidad de Oriente,"2013",1
9097,Licenciatura,Administración de Empresas,Universidad de El Salvador - San Miguel,"2011",1
9784,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2015",1
13089,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2015",1
9524,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2019",1
13687,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2018",1
13697,Profesorado,Estudios Sociales,Universidad de El Salvador - San Vicente,"27/08/2011",1
