"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
3055,Licenciatura,Ciencias Naturales,Universidad Capitán General Gerardo Barrios,"2016",2
13558,Profesorado,Lenguaje y Literatura para III Ciclo de Educación Básica y Media,Universidad Pedagógica de El Salvador,"2013",2
21890,Licenciatura,Administración de Empresas,Universidad de El Salvador - San Miguel,"2008",2
18612,Técnico,Educación Media Técnica en la Especialidad de Programación de Computadoras,Centro Internacional de Programación de Computadoras,"1993",2
7870,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2017",2
22022,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
22028,Licenciatura,Computación,Universidad Doctor Andrés Bello - regional San Miguel,"2013",2
12516,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2015",2
18276,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",2
3056,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2017",2
20787,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2015",2
18874,Profesorado,Teología Pastoral,Universidad Don Bosco,"2016",2
22149,Técnico,Computación,Universidad Tecnológica de El Salvador,"2007",2
22148,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2014",2
21498,Licenciatura,Administración de Empresas,Universidad de Sonsonate,"2008",2
22152,Técnico,Computación,Escuela Superior Franciscana Especializada/AGAPE,"2011",2
21536,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2017",2
2400,Técnico,Ingeniería en Sistemas y Computación,Universidad Capitán General Gerardo Barrios,"2014",2
20163,Profesorado,Idioma Inglés,Universidad Pedagógica de El Salvador,"2012",2
21046,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2009",2
11801,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2011",2
4254,Profesorado,Formación Pedagógica,Universidad Pedagógica de El Salvador,"2016",2
20800,Profesorado,Educación Parvularia,Universidad de El Salvador,"2006",2
19179,Ingeniería,Sistemas Informáticos,Universidad de Sonsonate,"2010",2
19169,Maestría,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2018",2
22288,Ingeniería,Ingeniería en Sistemas,Universidad Metropolitana de El Salvador,"1998",2
16818,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",2
6499,Maestría,Ciencias de la Educación,Instituto Especializado de Educación Superior El Espíritu Santo,"2020",2
3929,Técnico,Ingeniería en Sistemas y Computación,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Paz,"2002",2
11383,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2006",2
21087,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2017",2
2784,Licenciatura,Ciencias Sociales,Universidad de El Salvador,"2013",2
21482,Licenciatura,Educación Parvularia,Universidad de Oriente,"2004",2
22383,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2010",2
21064,Técnico,Informática,Escuela Especializada en Ingeniería ITCA-FEPADE,"2009",2
7836,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2013",2
16844,Licenciatura,Administración de Empresas,Universidad de Sonsonate,"2005",2
20577,Técnico,Preparatoria y Servicios de Alimentos,Escuela Especializada en Ingeniería ITCA-FEPADE,"1999",2
11149,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2017",2
22542,Profesorado,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2012",2
22497,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2014",2
22551,Licenciatura,Psicología,Universidad de El Salvador - San Miguel,"2009",2
22558,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2014",2
10552,Licenciatura,Letras,Universidad de El Salvador,"2013",2
20002,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2012",2
22614,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2010",2
22640,Profesorado,Educación Parvularia,Universidad Modular Abierta,"2005",2
17273,Licenciatura,Administración de Empresas,Universidad Capitán General Gerardo Barrios - regional Usulután,"2011",2
19167,Profesorado,Educación Especial,Universidad de El Salvador- Santa Ana,"2014",2
21730,Profesorado,Sistemas Informáticos,Centro Universitario Regional de Cabañas,"2016",2
21296,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2008",2
15747,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2009",2
22716,Profesorado,Educación Especial,Universidad Pedagógica de El Salvador,"2009",2
13995,Licenciatura,Administración de Empresas,Universidad Capitán General Gerardo Barrios,"2012",2
13948,Técnico,Sistemas de Computación,Escuela Superior Franciscana Especializada/AGAPE,"2009",2
18354,Maestría,Educación Inicial,"Ministerio de Educación, Ciencia y Tecnología","2019",2
21197,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2008",2
22742,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2019",2
15062,Profesorado,Matemática,Universidad de Oriente,"2017",2
4905,Profesorado,Ciencias Naturales,Universidad de El Salvador,"2013",2
10196,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
21979,Técnico,Técnico Vocacional,Centro Internacional de Programación de Computadoras,"200",2
22863,Técnico,Campo de Hostelería y Turismo,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Unión,"2011",2
22360,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2021",2
22585,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",2
21440,Maestría,Educación Inicial,Universidad Capitán General Gerardo Barrios,"2019",2
22992,Profesorado,Educación Básica para I y II Ciclos,Universidad Don Bosco,"2014",2
22650,Profesorado,Educación Especial,Universidad Francisco Gavidia,"1998",2
23002,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2021",2
23065,Licenciatura,"Educación Física, Deporte y Recreación",Universidad de El Salvador,"2014",2
23074,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2013",2
12920,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2016",2
22026,Licenciatura,Teología,Universidad Cristiana de las Asambleas de Dios,"2010",2
22891,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2012",2
23268,Profesorado,Ciencias Comerciales,Universidad Católica de El Salvador - Ilobasco,"2012",2
20916,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE,"17/04/2008",2
1495,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2017",2
19659,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2018",2
23046,Profesorado,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2001",2
23582,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador,"2011",2
22973,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2007",2
15069,Profesorado,Educación Especial,Universidad Capitán General Gerardo Barrios - regional Usulután,"2015",2
22459,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2015",2
23331,Licenciatura,Educación Parvularia,Universidad Católica de El Salvador,"2011",2
22920,Profesorado,Ciencias Comerciales,Universidad Capitán General Gerardo Barrios,"2014",2
23291,Técnico,Contaduría Pública,Universidad Capitán General Gerardo Barrios,"2011",2
19564,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2010",2
23804,Licenciatura,Educación Inicial y Parvularia,Universidad Modular Abierta,En proceso,2
18563,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2014",2
23993,Profesorado,Electrotecnia,Universidad Pedagógica de El Salvador,"2012",2
1738,Licenciatura,Contaduría Pública,Universidad Panamericana - regional Ahuachapán,"2011",2
14131,Profesorado,Educación Parvularia,Universidad Modular Abierta,"2005",2
23579,Ingeniería,Ingeniería Industrial,Universidad Tecnológica de El Salvador,"2001",2
24105,Licenciatura,Contaduría Pública,Universidad de Sonsonate,"2000",2
23681,Técnico,Computación,Universidad de Oriente,"2013",2
21598,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2020",2
24229,Profesorado,Educación Básica para I y II Ciclos,Universidad Don Bosco,"2010",2
17697,Profesorado,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2014",2
24096,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2015",2
7340,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2014",2
706,Técnico,Computación,Escuela Superior Franciscana Especializada/AGAPE,"2011",2
23753,Profesorado,Educación Especial,Universidad Capitán General Gerardo Barrios - regional Usulután,"2015",2
24067,Licenciatura,Contaduría Pública,Universidad de Oriente,"2015",2
24548,Profesorado,Ciencias Comerciales,Universidad Pedagógica de El Salvador,"2012",2
20881,Maestría,Ciencias Comerciales,Universidad Don Bosco,"2018",3
2082,Profesorado,Humanidades,Universidad Capitán General Gerardo Barrios,"2018",3
23753,Profesorado,Educación Inicial,"Ministerio de Educación, Ciencia y Tecnología","2019",3
14500,Licenciatura,Ingeniería en Sistemas,Universidad de Oriente,"2012",3
20687,Maestría,Humanidades,Universidad de El Salvador - San Miguel,"2021",3
3112,Profesorado,Sistemas Informáticos,Escuela Especializada en Ingeniería ITCA-FEPADE,"2009",3
11496,Maestría,Nada,Universidad de Oriente,"2017",3
12214,Licenciatura,Lenguaje y Literatura,Universidad Tecnológica de El Salvador,"2008",3
20243,Profesorado,Formación Pedagógica,Universidad Católica de El Salvador,"2013",3
9035,Tecnólogo,Idioma Inglés,Instituto Especializado de Nivel Superior Centro Cultural Salvadoreño Americano,"2014",3
13781,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2015",3
17133,Licenciatura,Enfermería,Universidad Doctor Andrés Bello - regional Chalatenango,"",3
4229,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2016",3
10159,Profesorado,Educación Parvularia,Universidad de El Salvador- Santa Ana,"2001",3
12688,Tecnólogo,Campo de la Salud,Instituto Técnico Especializado de Educación Superior de Profesorado de la Salud de El Salvador,"2014",3
6992,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2005",3
5630,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",3
4332,Licenciatura,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2020",3
12865,Técnico,Computación,Universidad Capitán General Gerardo Barrios,"2005",3
1163,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"",3
1411,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"",3
9098,Profesorado,Formación Pedagógica,Universidad de El Salvador - San Vicente,"2014",3
21869,Profesorado,Educación Parvularia,Universidad de El Salvador,"",3
774,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE - regional Santa Ana,"2003",3
15956,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"28-07-2015",3
3298,Técnico,Idioma Inglés,Universidad Don Bosco,"2005",3
1652,Maestría,Formación Pedagógica,Universidad de Oriente,"2016",3
4334,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"23-05-2008",3
1477,Tecnólogo,Enfermería,Instituto Especializado de Profesionales de la Salud - regional San Miguel,"2013",3
552,Profesorado,Computación,Escuela Especializada en Ingeniería ITCA-FEPADE - regional San Miguel,"1999",3
12364,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador - San Vicente,"2014",3
5589,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",3
258,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2014",3
5632,Profesorado,Mecánica Automotriz,Escuela Especializada en Ingeniería ITCA-FEPADE,"2009",3
3344,Maestría,Ciencias y Humanidades,Universidad Católica de El Salvador,"",3
3253,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2016",3
4744,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"19-10-2007",3
759,Profesorado,Formación Pedagógica,Universidad Doctor Andrés Bello - regional Sonsonate,"2013",3
7883,Profesorado,Idioma Inglés,Universidad de Oriente,"",3
6315,Maestría,Sociales,Universidad de El Salvador - San Miguel,"2015",3
21197,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2021",3
6102,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",3
17113,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2012",3
1030,Profesorado,"Educación Media, Enseñanza de la Mecánica Automotriz",Universidad Don Bosco,"2014",3
2489,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Unión,"2011",3
8804,Maestría,Computación,Universidad Francisco Gavidia,"2007",3
11540,Licenciatura,Administración Escolar,Universidad de El Salvador,"2021",3
9596,Técnico,Computación,Instituto Especializado de Educación Superior Academia Nacional de Seguridad Pública,"2017",3
15639,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2015",3
5762,Maestría,Formación Pedagógica,Universidad Pedagógica de El Salvador,"2016",3
6581,Profesorado,Biología,"Ministerio de Educación, Ciencia y Tecnología","2018",3
13140,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2001",3
18794,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2004",3
13990,Licenciatura,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2013",3
12145,Técnico,Computación,Universidad Capitán General Gerardo Barrios,"2006",3
15564,Profesorado,Formación Pedagógica,Universidad de El Salvador - San Miguel,"2008",3
1980,Ingeniería,Electricidad,Universidad Politécnica de El Salvador,"2013",3
11747,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2013",3
2559,Licenciatura,Ingeniería en Sistemas,Universidad Tecnológica de El Salvador,"2021",3
9709,Licenciatura,Ingeniería en Sistemas y Computación,Universidad de Sonsonate,"2009",3
6939,Profesorado,Educación Parvularia,Universidad Católica de Occidente,"2008",3
17732,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",3
2051,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2011",3
7695,Licenciatura,Administración Escolar,Universidad Católica de El Salvador,"2017",3
8418,Licenciatura,Computación,Universidad de Oriente,"2004",3
17652,Profesorado,Ciencias Comerciales,Universidad Capitán General Gerardo Barrios,"2014",3
7175,Maestría,Ciencias Sociales,Universidad de Oriente,"2019",3
350,Profesorado,Filosofía,Universidad Centroamericana José Simeón Cañas,"1999",3
14058,Profesorado,Educación Media Técnica en Sistemas y Redes Informáticas,Universidad Pedagógica de El Salvador,"2012",3
